iter	MultiClass
0	1.232918407
1	1.105385367
2	0.9965596571
3	0.8958106606
4	0.819638746
5	0.7407079902
6	0.6791369784
7	0.6265420602
8	0.5738947936
9	0.5270743126
10	0.4905100026
11	0.4576023354
12	0.4223296814
13	0.3929002547
14	0.3658252996
15	0.3410621148
16	0.319026643
17	0.294976458
18	0.2754621727
19	0.2605009874
20	0.2466582364
21	0.2299495906
22	0.2167860933
23	0.2047526951
24	0.1930458341
25	0.1810893123
26	0.1722208574
27	0.1625986656
28	0.1547118146
29	0.1471353531
30	0.1384469405
31	0.1314141627
32	0.1236391617
33	0.1165255129
34	0.1095396897
35	0.104415509
36	0.09869082394
37	0.09367198625
38	0.09036030519
39	0.08638378199
40	0.0828947971
41	0.07928561865
42	0.07634264249
43	0.07260096475
44	0.06993452632
45	0.06705891764
46	0.06428949368
47	0.06181344509
48	0.05953157157
49	0.05742219279
50	0.0551192845
51	0.05251816017
52	0.05054288253
53	0.04844531279
54	0.04722479464
55	0.04600205389
56	0.04422001153
57	0.04312434249
58	0.04202904935
59	0.04070011497
60	0.03954589868
61	0.0387449828
62	0.03781637608
63	0.03676043657
64	0.03532419234
65	0.03453810979
66	0.03337232226
67	0.03236252487
68	0.03131704859
69	0.03047563556
70	0.02975203314
71	0.02859713503
72	0.02753762429
73	0.02685546597
74	0.02630832619
75	0.02566750687
76	0.02517283788
77	0.02456423194
78	0.02406948514
79	0.02365570362
80	0.02306367398
81	0.02268835047
82	0.02221184352
83	0.02172380137
84	0.02125259239
85	0.02076948556
86	0.02045929401
87	0.02003543902
88	0.01963131346
89	0.01923448795
90	0.01889884593
91	0.01855873631
92	0.01820127406
93	0.01781332618
94	0.01756085858
95	0.0172923432
96	0.01705676501
97	0.01682632126
98	0.01652703734
99	0.01627069803
100	0.01607670289
101	0.01571644255
102	0.01546487921
103	0.01518029349
104	0.01496552277
105	0.01479481924
106	0.0146199087
107	0.01444997086
108	0.01422463714
109	0.01397120541
110	0.01381517083
111	0.01367653991
112	0.01353159851
113	0.01336443506
114	0.01314458658
115	0.01293384151
116	0.01275624141
117	0.01257109592
118	0.01242218247
119	0.01227045048
120	0.01214445291
121	0.01202360015
122	0.0118815532
123	0.01174940333
124	0.01163706508
125	0.01151741933
126	0.01139776962
127	0.01129944804
128	0.01116631473
129	0.01104833034
130	0.0109373838
131	0.01083291743
132	0.01069070143
133	0.01060682984
134	0.01052306916
135	0.01044415558
136	0.01034660599
137	0.01021543639
138	0.01012149721
139	0.01002162598
140	0.00994452597
141	0.009857705918
142	0.009771367358
143	0.009653450859
144	0.00957099848
145	0.009471298726
146	0.009390948321
147	0.00931591323
148	0.009227192009
149	0.00915969536
150	0.009091419298
151	0.009011097004
152	0.008910958076
153	0.008825925388
154	0.008724742736
155	0.008655991397
156	0.008585671101
157	0.00852405081
158	0.008468333642
159	0.008412675319
160	0.008358031072
161	0.008273400506
162	0.008208183587
163	0.008127022018
164	0.008076229249
165	0.008026986735
166	0.007971615906
167	0.007918476366
168	0.007870822256
169	0.007813278363
170	0.007752353966
171	0.007697968965
172	0.00764559159
173	0.007598193998
174	0.007545541865
175	0.007491777825
176	0.007447047038
177	0.007396137081
178	0.007345745129
179	0.007291107232
180	0.007248736306
181	0.007179985222
182	0.007117171409
183	0.007069264534
184	0.00701346107
185	0.006967296347
186	0.006920444559
187	0.006876064327
188	0.006832598827
189	0.006786284802
190	0.006743693485
191	0.006703558149
192	0.006661931919
193	0.006621224187
194	0.006580876455
195	0.006548781183
196	0.006508906149
197	0.006471862054
198	0.006432028562
199	0.006375176823
200	0.006336835856
201	0.006300404338
202	0.006261627709
203	0.006229847076
204	0.006195083973
205	0.006166343553
206	0.006112309978
207	0.006079337507
208	0.006043260219
209	0.006012028699
210	0.005978826405
211	0.005950680135
212	0.005916657208
213	0.005880501625
214	0.005849528339
215	0.005823529293
216	0.005798240313
217	0.005772434566
218	0.005742772184
219	0.005716015426
220	0.005687739242
221	0.005659315268
222	0.005628401635
223	0.00560522239
224	0.0055749503
225	0.0055532635
226	0.005525524381
227	0.005492899052
228	0.005471493826
229	0.005448019269
230	0.005421564047
231	0.005401565194
232	0.005363056196
233	0.005337148045
234	0.005311816606
235	0.00528721924
236	0.005268805713
237	0.005248565118
238	0.005227304746
239	0.005196563166
240	0.005173485021
241	0.005150230854
242	0.00512679931
243	0.005103282691
244	0.005081162506
245	0.005058271567
246	0.005035239631
247	0.005012473652
248	0.004990556781
249	0.00497231459
250	0.004949685799
251	0.004931522192
252	0.004910894952
253	0.004888869676
254	0.004866589502
255	0.00484892101
256	0.004831974272
257	0.004814984327
258	0.004785811549
259	0.004765438558
260	0.004746349183
261	0.004729111935
262	0.004709430969
263	0.004690107579
264	0.004674039944
265	0.004652523273
266	0.00463783894
267	0.004619018036
268	0.004603849887
269	0.00458753409
270	0.004570161719
271	0.004554248471
272	0.004537049369
273	0.004519279241
274	0.004505145142
275	0.004489710207
276	0.004472329403
277	0.004453694036
278	0.004437521743
279	0.004423593689
280	0.004408791664
281	0.004394813523
282	0.004377996987
283	0.004362439227
284	0.004346076488
285	0.004328988599
286	0.004312639411
287	0.004299308021
288	0.004282678155
289	0.004267378929
290	0.004254081531
291	0.004238564112
292	0.00422134998
293	0.004206088076
294	0.004190491256
295	0.004174128718
296	0.004159152386
297	0.00413886043
298	0.004126864927
299	0.004113177173
300	0.004098379416
301	0.004083753203
302	0.00406934726
303	0.0040550033
304	0.004039767625
305	0.004027946254
306	0.004013513427
307	0.00400236224
308	0.003991837267
309	0.0039776541
310	0.003963042319
311	0.003948636488
312	0.003938158354
313	0.003924978017
314	0.00391127074
315	0.003897533873
316	0.003884521321
317	0.003871141291
318	0.003857096454
319	0.003844422891
320	0.003833155775
321	0.003820646681
322	0.003811290093
323	0.003800400505
324	0.003788485361
325	0.003776230071
326	0.003760612374
327	0.003748133574
328	0.003736227934
329	0.003723788996
330	0.003710894414
331	0.003701045872
332	0.003690350254
333	0.003678379289
334	0.003669498259
335	0.00365829698
336	0.003646059837
337	0.003634336685
338	0.00362314945
339	0.003613960101
340	0.003604443443
341	0.003592930488
342	0.003581703473
343	0.003570475404
344	0.003561022746
345	0.003549810518
346	0.003538989314
347	0.003527858928
348	0.003515034216
349	0.003504456483
350	0.003493671856
351	0.003483448982
352	0.003473153361
353	0.003462191489
354	0.003453470097
355	0.003443772452
356	0.003433534358
357	0.003422435361
358	0.003411833327
359	0.003402184978
360	0.003392524623
361	0.003383159616
362	0.003375741074
363	0.003365417474
364	0.003357424748
365	0.00334768658
366	0.003338348049
367	0.003328587739
368	0.003318569595
369	0.003308369751
370	0.00329978375
371	0.003290265325
372	0.003281546444
373	0.003272086711
374	0.003262940687
375	0.003253651471
376	0.003239811628
377	0.003230987028
378	0.003221580776
379	0.00321231492
380	0.003203647918
381	0.003196543455
382	0.003188073997
383	0.003178521392
384	0.003170152336
385	0.003161977377
386	0.00315537565
387	0.003147162341
388	0.003139812846
389	0.003131345292
390	0.003122531101
391	0.003114957228
392	0.003108054791
393	0.00309962715
394	0.003087557086
395	0.003079298342
396	0.003070904298
397	0.003062919455
398	0.003054504995
399	0.003046436099
400	0.00304004021
401	0.00303358891
402	0.003024167594
403	0.003017872737
404	0.003009597264
405	0.003003284506
406	0.002995290531
407	0.002987806515
408	0.002980058001
409	0.002972506145
410	0.002964890487
411	0.002957557821
412	0.00295139752
413	0.002945769602
414	0.002938631331
415	0.002930202725
416	0.002923543545
417	0.002917679811
